,AF3,AF4,Fp1,Fp2,AF7,AF8
0,-0.00384039082564414,6.5391584939789E-05,-0.00403244746848941,-0.5,-0.00428262399509549,0.000452927051810548
1,-0.00293752551078796,0.000454123015515506,-0.00289328047074378,-0.5,-0.00222577154636383,0.00203183828853071
2,-0.000798306078650057,0.000875515572261065,-0.00167019804939628,-0.5,0.000345813197782263,0.00274696201086044
3,0.00168967910576612,0.00114076246973127,-0.000557897030375898,-0.5,0.00292957737110555,0.00333037995733321
4,0.00319304596632719,0.0011862579267472,1.81819395947969E-05,-0.5,0.00502754934132099,0.00390665512531996
5,0.00331823900341988,0.00127555592916906,-0.00019879502360709,-0.5,0.00622587325051427,0.00389204826205969
6,0.00265543418936431,0.00121048418805003,-0.00102542445529252,-0.5,0.00676702009513974,0.00214231060817838
7,0.00205801543779671,0.000957443553488702,-0.00139450049027801,-0.5,0.00760056218132377,-0.00147228152491152
8,0.00226621818728745,0.00149390567094088,-0.000292283657472581,-0.5,0.00926512014120817,-0.00496033439412713
9,0.00275390315800905,0.0026564784348011,0.00142767210491002,-0.5,0.0106601975858212,-0.00672316970303655
10,0.00297352229245007,0.00364717305637896,0.00277575384825468,-0.5,0.0111250933259726,-0.00591244408860803
11,0.0030909962952137,0.00401578517630696,0.00342496973462403,-0.5,0.0111661870032549,-0.00345733901485801
12,0.00297967228107154,0.00309774535708129,0.00314377783797681,-0.5,0.0109066311269999,-0.00254126684740186
13,0.00220308965072036,0.000767615158110857,0.00199624337255955,-0.5,0.00996084418147802,-0.00467144791036844
14,0.000460085429949686,-0.00251739798113704,-3.3424817956984E-05,-0.5,0.00811390485614538,-0.00894456915557384
15,-0.00161086802836508,-0.00565381441265345,-0.00226443144492805,-0.5,0.00601024087518454,-0.0131987454369664
16,-0.00296663912013173,-0.00725028850138187,-0.00344176823273301,-0.5,0.00434731133282185,-0.0146168265491724
17,-0.00337643641978502,-0.0071150865405798,-0.00367219606414437,-0.5,0.00305133778601885,-0.0126476343721151
18,-0.00284387310966849,-0.00597641710191965,-0.00374721316620708,0.0728217735886574,0.00239897263236344,-0.00943961087614298
19,-0.00159577839076519,-0.00500342156738043,-0.00382552016526461,0.5,0.00269158859737217,-0.00764269707724452
20,-6.37444973108359E-05,-0.00488195428624749,-0.00358499307185411,0.5,0.00364482961595058,-0.00810643099248409
21,0.00168615439906716,-0.00490217702463269,-0.00238310522399843,0.5,0.00517413020133972,-0.0091848848387599
22,0.00338635267689824,-0.00458448007702827,-0.000173988577444106,0.5,0.00707661360502243,-0.0093869436532259
23,0.00544104911386967,-0.00378196919336915,0.0026869538705796,0.5,0.00950487703084946,-0.00807108450680971
24,0.00825949944555759,-0.00261651095934212,0.00550656160339713,0.5,0.0122710354626179,-0.00566533207893372
25,0.0103381695225835,-0.00226257788017392,0.00683076633140445,0.5,0.0134944971650839,-0.00433863000944257
26,0.0105160120874643,-0.00330061372369528,0.00613646861165762,0.5,0.0122798606753349,-0.00553231779485941
27,0.00924939010292292,-0.00519756786525249,0.00416224077343941,0.5,0.0097252931445837,-0.00881197862327099
28,0.00738440873101354,-0.00714728655293584,0.00181964447256178,0.5,0.00712314387783408,-0.0129824709147215
29,0.00558694778010249,-0.00836002919822931,-0.000152675129356794,0.5,0.00521915825083852,-0.0167189165949821
30,0.00400203699246049,-0.00856242328882217,-0.00153029966168106,0.5,0.00392131973057985,-0.0191410146653652
31,0.00270483270287514,-0.00812832731753588,-0.0025424703489989,0.5,0.0028602892998606,-0.0202922187745571
32,0.00264317006804049,-0.00691864313557744,-0.00261621596291661,0.5,0.00294851767830551,-0.019893066957593
33,0.00452051451429725,-0.00448877504095435,-0.000669258646667004,0.5,0.00555476313456893,-0.0172902811318636
34,0.00688264518976212,-0.0017172439256683,0.00228965561836958,0.5,0.00940957292914391,-0.0135350488126278
35,0.00810597091913223,0.000449117884272709,0.00421312591060996,0.5,0.011925021186471,-0.0103312404826283
36,0.00822424702346325,0.00171371723990887,0.00440017832443118,0.5,0.0122620267793536,-0.00899902638047934
37,0.00787671189755201,0.00204509659670293,0.0033786897547543,0.5,0.0112667018547654,-0.0103433784097433
38,0.00745000224560499,0.0019298690604046,0.00198314944282174,0.446434676647186,0.00997105333954096,-0.0135857397690415
39,0.00652611954137683,0.00130626303143799,0.00022300222190097,0.407923221588135,0.00834267120808363,-0.0172704998403788
40,0.00486658699810505,-5.80780033487827E-05,-0.00175494258292019,0.5,0.00650236709043384,-0.0196421500295401
41,0.00306073343381286,-0.00168001686688513,-0.00335794547572732,0.5,0.0050269728526473,-0.0194197557866573
42,0.00206240895204246,-0.00265989941544831,-0.00416817842051387,0.5,0.00429740129038692,-0.0173334851861
43,0.00275436649098992,-0.00228972546756268,-0.00386647251434624,0.5,0.00493784714490175,-0.0148982414975762
44,0.00454853428527713,-0.00112234672997147,-0.00326123274862766,0.5,0.00630664126947522,-0.0129979168996215
45,0.00619691656902432,-7.90032136137597E-05,-0.00339215062558651,0.5,0.00687366025522351,-0.0116298235952854
46,0.00748723326250911,0.000727859500329942,-0.00391317764297128,0.5,0.00668354285880923,-0.0106400391086936
47,0.00848122965544462,0.00111415900755674,-0.00403531547635794,0.5,0.00678433664143085,-0.0108282128348947
48,0.00914729945361614,0.000567044306080788,-0.00383676518686116,0.5,0.00743710715323687,-0.0131909130141139
49,0.0095916585996747,-0.000669542874675244,-0.00416357349604368,0.5,0.00772451376542449,-0.0173230711370707
50,0.0100975204259157,-0.00152094673831016,-0.00547608826309443,0.5,0.00696841906756163,-0.0213757827877998
51,0.0111370179802179,-0.00149030925240368,-0.0073166168294847,0.5,0.00571528170257807,-0.0238933116197586
52,0.0125094689428806,-0.0011890510795638,-0.00902671087533236,0.5,0.00446623004972935,-0.024782769382
53,0.0131688946858048,-0.00161202379968017,-0.0103208115324378,0.5,0.00321509339846671,-0.0247281640768051
54,0.0131158335134387,-0.00277385371737182,-0.0107708256691694,0.5,0.002536675427109,-0.0239778272807598
55,0.0132813611999154,-0.00376479816623032,-0.0103115495294333,0.5,0.00280335987918079,-0.0221713278442621
56,0.0132187390699983,-0.00457921484485269,-0.010185232385993,0.5,0.00288074417039752,-0.0199850108474493
57,0.0121319377794862,-0.00578966410830617,-0.0112562878057361,0.5,0.00199851812794805,-0.0188930090516806
58,0.010583370923996,-0.00713620940223336,-0.0127325365319848,0.5,0.00129857519641519,-0.019635908305645
59,0.00979890022426844,-0.00759479124099016,-0.0132429134100676,0.5,0.00205820542760193,-0.0214699637144804
60,0.00998740270733833,-0.00713451625779271,-0.0130312433466315,0.5,0.00347464135847986,-0.0235946737229824
61,0.0102601042017341,-0.00701129343360662,-0.0134333362802863,0.5,0.00391096202656627,-0.0261950641870499
62,0.01077632419765,-0.00713033508509398,-0.0138167189434171,0.5,0.00390708353370428,-0.0283583793789148
63,0.0122349280864,-0.00638275919482112,-0.0129559710621834,0.5,0.00486844917759299,-0.0289348047226667
64,0.0142450071871281,-0.0049306433647871,-0.0112837972119451,0.5,0.00662680249661207,-0.0285917986184359
65,0.0161888934671879,-0.00326281553134322,-0.00954354554414749,0.5,0.00840156897902489,-0.0280653834342957
66,0.0179337952286005,-0.00112356711179018,-0.00796322152018547,0.5,0.00988753791898489,-0.0265671703964472
67,0.0191484000533819,0.00120361219160259,-0.0069423234090209,0.5,0.0108101684600115,-0.0236363373696804
68,0.0191147457808256,0.00268243998289108,-0.00715686194598675,0.5,0.0106331314891577,-0.020656680688262
69,0.0179607644677162,0.00304488185793161,-0.00846796296536922,0.464408457279205,0.00956015568226576,-0.0187677722424269
70,0.016426058486104,0.00245170947164297,-0.0101450849324465,0.149860233068466,0.00837881304323673,-0.0181820224970579
71,0.0150243910029531,0.00104119023308158,-0.0116639696061611,-0.0657740980386734,0.0077944784425199,-0.0188560392707586
