,AF3,AF4,Fp1,Fp2,AF7,AF8
0,-0.0035132053308188,0.0593285299837589,-0.0645865872502327,-0.5,-0.0300423353910446,-0.0175641998648643
1,-0.0196967236697674,0.0731667578220367,-0.0840931162238121,-0.5,-0.0516594164073467,-0.0136529142037034
2,-0.0242342557758093,0.0656448900699615,-0.0843740552663803,-0.5,-0.0673758760094643,-0.001855474198237
3,-0.0245003867894411,0.0525753200054169,-0.0675457939505577,-0.5,-0.0635310634970665,0.0095213325694203
4,-0.029765460640192,0.0438182055950165,-0.0377703830599785,-0.5,-0.0420244932174683,0.0131548214703798
5,-0.0349890477955341,0.024208951741457,-0.0116980541497469,-0.5,-0.0237406529486179,0.006729464046657
6,-0.0301700476557016,-0.0151242986321449,0.0016902680508792,-0.5,-0.0168381128460169,-0.0002826544223353
7,-0.0107406815513968,-0.0513691417872906,0.015812573954463,-0.5,-0.0087809255346655,0.0049329623579978
8,0.0195950660854578,-0.0619705431163311,0.038285281509161,-0.5,0.008491332642734,0.0225395895540714
9,0.0413717776536942,-0.0550678893923759,0.0513719841837883,-0.5,0.0174936428666115,0.0387957245111465
10,0.0360128134489059,-0.0492975115776062,0.0418932661414146,-0.5,0.0009684705873951,0.0404372736811638
11,0.011577844619751,-0.052944865077734,0.0179976485669613,-0.5,-0.0300791431218386,0.0281588993966579
12,-0.0088078342378139,-0.057456012815237,-0.0009740485693328,-0.5,-0.0509394593536854,0.0100560085847974
13,-0.0128039289265871,-0.0439838990569115,0.0018723607063293,-0.5,-0.0479239113628864,-0.0034884363412857
14,-0.0028700667899102,-0.0069224224425852,0.0246659368276596,-0.5,-0.0296143312007189,-0.0034463789779692
15,0.0094728441908955,0.0306397266685963,0.0474460124969482,-0.5,-0.0182367991656065,0.0018969652010127
16,0.0074301469139754,0.0366351902484894,0.0491723865270615,-0.5,-0.0294127725064754,-0.0098656071349978
17,-0.0138143450021744,0.0124532366171479,0.028898049145937,-0.5,-0.0554450042545795,-0.0344968698918819
18,-0.037097904831171,-0.0121886804699898,0.0043972344137728,-0.5,-0.0725851580500603,-0.040817279368639
19,-0.0438048392534256,-0.0253097452223301,-0.0165738724172115,-0.5,-0.0727906003594399,-0.0268327463418245
20,-0.029922466725111,-0.0272088013589382,-0.035056509077549,-0.5,-0.0649885013699532,-0.0111991548910737
