,AF3,AF4,Fp1,AF7,AF8
0,0.004371658434166919,-0.0029191618222100466,-0.035142221044006605,-0.008197853322679931,0.00108569781774381
1,0.0031129530932976035,-0.007167398658943118,-0.03584332047598774,-0.006827314687394148,-0.006428691647683659
2,0.0013365602841434495,-0.01197468600449502,-0.038616370199889345,-0.008318504268939738,-0.015141244978047193
3,0.0014580454195781958,-0.01431408485836725,-0.04291869004530951,-0.010688131513145578,-0.01998318905788353
4,0.0030558978673007153,-0.013297422663780636,-0.04434652800436376,-0.012379818650425254,-0.019961807972073285
5,0.0052850359404573895,-0.009044314731217702,-0.04359784036850232,-0.012729135202393245,-0.015239124835510633
6,0.007455078822031253,-0.003744554633317524,-0.03992721183890531,-0.01168980125150374,-0.008858917911260582
7,0.007317271938308776,-0.0015675398252568346,-0.032451848086981656,-0.011249138497671122,-0.005807707697311321
8,0.005757854594574912,-0.0018169566581412618,-0.024170746009316017,-0.010475777368261491,-0.005204915036922068
9,0.006305731896488107,-0.00017615633488399305,-0.013184758693116113,-0.0065910430566795035,-0.0026478951556294615
10,0.007361439094536168,0.0023321582692265503,-0.0017321951332371994,-0.003544132341839946,-0.00018601564474524812
11,0.005379655049528375,0.002731595027468804,0.005158806173815185,-0.0069070912464496165,-0.0021179709671032025
12,0.000964781534848323,0.0013343954238868602,0.005780297044149545,-0.015391175583678229,-0.007743866772026051
13,-0.0040508178927511,-0.0014512966846335553,0.0032055462622422957,-0.02526187409702723,-0.013249988877115102
14,-0.008081805724274355,-0.005461302237592083,0.0005058336716688208,-0.033883518918930114,-0.014433582971754504
15,-0.008404405757264387,-0.008134829967244154,0.0012047529002605184,-0.03754025617230929,-0.00935543343614027
16,-0.0040530888885690715,-0.007364815681337041,0.008507810496091844,-0.03430010549625708,-0.0018393348901891535
17,0.0013750497701534132,-0.0051523272725483606,0.017980759382133643,-0.027660659982121444,0.0012720041786146244
18,0.0031166799678121054,-0.004986206466028219,0.023514477339021556,-0.02333263746703397,-0.0023501388502963905
19,0.0014343044183316622,-0.006661700379455261,0.024587253722781706,-0.022675147659251608,-0.007763646210455543
20,0.0006632494493080338,-0.006878375273001097,0.018574255169304034,-0.022120484730638483,-0.008777815382368617
21,0.0022369408813534934,-0.005366322452330426,0.0113175607343862,-0.019987539673371513,-0.006363564109458047
22,0.004690356441612866,-0.004187295206050248,0.006092667660341024,-0.01736117969583479,-0.004934260052154763
23,0.007226647450821178,-0.0030100856364208227,0.0008571678824230891,-0.014799359702348908,-0.003991148556950675
24,0.008045715852612115,-0.002365400200553547,-0.0041954857791787125,-0.014479713841045407,-0.002923494211640742
25,0.005585485190837741,-0.004270132217563552,-0.013110424027369925,-0.01803912327828758,-0.004270549221409447
26,0.0024377090648984253,-0.00724230924246186,-0.024060315169797456,-0.02153098612379126,-0.007884412220924517
27,0.0017341289448574023,-0.008459035458562726,-0.03138078627143717,-0.020379178899804156,-0.009828101140069151
28,0.002828443504644813,-0.00770756530215659,-0.03223492562951153,-0.015468764151393314,-0.006961752617851569
29,0.003249767327265001,-0.007233179371010005,-0.030821772195398674,-0.010767201901559668,-0.0021517875102439066
30,0.0017963911914705417,-0.008740881268505127,-0.029738485817216172,-0.008712282517942913,-0.0005869248632821524
31,-0.000399964422244353,-0.011046574131271528,-0.027248848813969606,-0.008800137496935452,-0.002307281602744112
32,-0.0015993401157592406,-0.013144834396493957,-0.023880617886652956,-0.009401913365403686,-0.0051857661311033015
33,-0.0022400512234572695,-0.015883771586951426,-0.01948635737213238,-0.00924506770854033,-0.009072354120252939
34,-0.0032219639131477176,-0.018759663741493796,-0.012878846012770256,-0.00640292235952404,-0.01263840254916528
35,-0.0033259404952087866,-0.01941385137280024,-0.002447288139508815,2.2839116005373902e-07,-0.01196217374026049
36,-0.0008164779348017752,-0.01607049107074575,0.011395669586885825,0.007742116412664489,-0.004568132296854992
37,0.0034970269297559193,-0.009755600106315002,0.02521018114267482,0.013135911008297248,0.006807565981436734
38,0.0054868291233843855,-0.0048011268593805894,0.033144629659268704,0.012397989052101571,0.015329181869440628
39,0.0026142659172993356,-0.004493472283533278,0.03212553167593779,0.004841384219049497,0.016297114122256293
40,-0.0029037235992881473,-0.008277688408599396,0.025410632501295386,-0.005018472183445375,0.011239911135379636
41,-0.0069457718002455295,-0.01284662749588122,0.017829376733086745,-0.011182739252901568,0.006488192741368003
42,-0.007334835227312713,-0.014744581421544067,0.012791249408069968,-0.010871977619917171,0.00637626270593697
43,-0.004874353119565448,-0.01363749470369086,0.010585650356960737,-0.0057708592739163485,0.0087189199221143
44,-0.0008334943878212397,-0.011413467083289235,0.009897343275950847,0.0006110935124912888,0.010269223834240015
45,0.0032019382825521398,-0.010251959777390709,0.009770308471983843,0.005366857983185661,0.010240012289677533
46,0.00518431268166739,-0.011250850916029728,0.009453696479113923,0.007258352547553323,0.008530094319918066
47,0.004276322299446248,-0.014085831319441378,0.00808159194500791,0.006499482394089572,0.004661526333869798
48,0.00043472029272479377,-0.01839906513066471,0.004745012955098387,0.0037854210408957358,-0.002002567130299362
49,-0.0053492693704744855,-0.02331279449428834,-0.00033737355535547425,0.0009101293580722078,-0.010395652564276383
50,-0.01088533529026204,-0.02740690492748227,-0.006556597935084945,-0.000825520580084907,-0.01610134049284617
51,-0.014611336319742336,-0.030028007232573477,-0.013649497367573881,-0.0024120595360830003,-0.014854015154652686
52,-0.015092805320463986,-0.030214047702575027,-0.019006034186224832,-0.0034889700897310313,-0.0073522189983913425
53,-0.010750496330668524,-0.02582808313242755,-0.019541090304925523,-0.0014220635462719403,0.003446027051691318
54,-0.0033156127370621343,-0.01725927663731634,-0.01627359656887478,0.0035611217069486376,0.01406237583866825
55,0.0027784911875305606,-0.008396391445325918,-0.01223180690168456,0.008625415733935812,0.01951349641849577
56,0.005595385495456498,-0.00190428298701165,-0.007891596620821052,0.012735363300141035,0.01810776669727573
57,0.006455409160124383,0.0022801481793481193,-0.002089800656346335,0.016264086087736534,0.014005666851779699
58,0.006242035868840646,0.004479018359261858,0.004852548184584901,0.01900232923677904,0.011594812634966454
59,0.004904602556343862,0.00499195892725125,0.012032331728605532,0.02085921266625173,0.011968970243468473
60,0.001277676656105518,0.0030221575084420495,0.017214126959934843,0.020509093880483338,0.01254625411031554
61,-0.006854268828812016,-0.0033593496279782616,0.017077263074464617,0.015347523863493692,0.009216396341618978
62,-0.018452572521583794,-0.01303787813615868,0.011402578258108054,0.006141452454316159,0.001911141636362409
63,-0.028825876005281987,-0.021846741397798883,0.0041697518885439626,-0.0026409633194024312,-0.005297049283014764
64,-0.034239016658190485,-0.026412824391290876,4.5501469786912697e-05,-0.007681227375505291,-0.008290184285871315
65,-0.03400895560344918,-0.026164750322079277,-9.939441577669417e-06,-0.008491986063772265,-0.006168999378855628
66,-0.02896636226928837,-0.02284311531067639,0.0031326228435731196,-0.0051840295547616305,-0.0014492446285683965
67,-0.021479312822935404,-0.018913576193344876,0.007187816324649216,0.0008611088610783173,0.002731681958529425
68,-0.015272673195469093,-0.015556931609389242,0.007973363357219985,0.004554367824979034,0.005650747718158634
69,-0.011033787623643942,-0.011625966212315984,0.005216280815195867,0.006098540907688405,0.009083444818092277
70,-0.0061713182568381595,-0.0065926312022871955,0.0017801410925173938,0.008091600528337722,0.013396114375746032
71,-0.0002040433489181161,-0.0021717265387380764,-0.0012356625831792148,0.010095104149698534,0.016507971996201774
72,0.004332315930185596,0.0007194612522235238,-0.003930865561391276,0.01193045549175283,0.01752314707115653
73,0.00555192888707689,0.0029796243556083958,-0.006639855141486748,0.013170078814815099,0.018085522898946483
74,0.0041020132997342945,0.005639421280767277,-0.008792595903759587,0.014227862437066882,0.020111440260144865
75,0.0013255171202643519,0.008303973528713052,-0.010511119352900016,0.014202985440689382,0.02347882627254811
76,-0.002794941767348042,0.009187259552555253,-0.012826207528158157,0.011162514607616593,0.025817065668215636
77,-0.008131880034599252,0.007399498370269998,-0.016497434538171794,0.00457846810340489,0.025271965271321573
78,-0.012216144055119706,0.004653333452197097,-0.01959876997059556,-0.0018023501991889799,0.023087454682427337
79,-0.01304459344872847,0.00292800189607243,-0.01969946323240119,-0.004129450672566032,0.021455723111526173
80,-0.011441056893304925,0.002952670025814218,-0.016676666677935756,-0.0034556864492038134,0.02141213792577396
81,-0.007659620812401923,0.00638215263541619,-0.009591082539882799,-0.0010765197626056732,0.024172037135072478
82,-0.0021554180148893607,0.013259701119523938,0.00023880957518471348,0.0009176592101757549,0.028822403551713987
83,0.0023932900862712685,0.02006483563970298,0.008095735268113356,-0.00039799621783925425,0.031694734522050384
84,0.004506058731089463,0.024354128307211117,0.014610237052364949,0.0013264077598350646,0.031480984957698306
85,0.0045125648242457395,0.026305835898599816,0.01878265275408252,0.004695338521123264,0.029384665111734428
86,0.0021729722847544063,0.025823403294791915,0.019484929546174864,0.006533331450435125,0.02661190599315171
87,-0.0029579690232308872,0.022355875617199792,0.016966382645913144,0.007916266494867841,0.02437422539660974
88,-0.009975357080057744,0.01612865963603983,0.009912510342142007,0.007085396226996351,0.021387980808012273
89,-0.017413699019447604,0.007384971311706399,0.0006241917108702131,0.006261613138672504,0.014495563426137472
90,-0.023437979638057178,-0.0021024085734756295,-0.007428210524688776,0.006272052375670477,0.005988592925191076
91,-0.025249580503996852,-0.007442159103544051,-0.011451392878735684,0.007114664675031513,0.0029548314592073685
92,-0.022732585719056606,-0.005789361933516107,-0.012482500503274492,0.007937808231544904,0.007509006832316055
93,-0.019499903039165524,-0.00014244457862420485,-0.012493914208767293,0.010234885300281356,0.01393538771603135
94,-0.017631211234093336,0.004995319966197854,-0.012867379386446975,0.014025608967474887,0.01573220236593904
95,-0.016889773681588057,0.006859992643230397,-0.014664876365331913,0.01816135078061832,0.01106106801067517
96,-0.017151502730664327,0.004984460935055813,-0.016854498343207368,0.024447296421638565,0.0017258256566655638
97,-0.017816486769088424,0.0020251409098461766,-0.017774393601718144,0.032302798566822714,-0.007999553439133954
98,-0.017145754439876013,0.0014219012535455426,-0.01495680005086012,0.0422013923930759,-0.014082539811535745
99,-0.015045426225291175,0.0030187953486848574,-0.009018388549962989,0.05325758962011638,-0.017340977445536174
100,-0.014142960127400668,0.0037914374760625955,-0.004757496123017168,0.052578311554738924,-0.020814358897984116
101,-0.015868746045945716,0.0028999478088416668,-0.0045391141092541885,0.0425251717055105,-0.0237708231723711
102,-0.019365594098823262,0.0013033040739948525,-0.007146748032630165,0.03026231025423468,-0.023056729671990073
103,-0.022480753351677766,-0.0005309045250011257,-0.010346197197949545,0.018345316824829535,-0.017447998432431177
104,-0.02307749712518008,-0.0020122960312436884,-0.012054592072284839,0.012608418313188033,-0.008705893711959206
105,-0.021008824636162212,-0.0027091246530593287,-0.011618768665160603,0.009637864611198275,-0.0003113247130231744
106,-0.018733508529168438,-0.0036009196389875384,-0.010840703261147819,0.004913778847530754,0.00430888294293816
107,-0.018530278087981033,-0.005777162563757465,-0.012190155258506766,-0.0018867151505634588,0.004156588069199536
108,-0.01899827407887665,-0.008324234335602558,-0.01494229975921001,-0.005494917214288379,0.0016054274179729783
109,-0.018347882656191552,-0.010641475905486418,-0.016833379830988864,-0.006723198324007601,-0.001439814667964296
110,-0.015921868248971793,-0.012163544709849016,-0.015721877717519192,-0.005853590035588381,-0.004184897402682692
111,-0.012055408816777148,-0.01149427093958442,-0.011265117729388383,-0.0013802373985703754,-0.005278438796288101
112,-0.00913578261502383,-0.008546527617783725,-0.006100141687709491,0.0005920107548584754,-0.0036971329290571165
113,-0.007433332492320822,-0.0037005571365174715,-0.0016600809453768634,-0.0006644643508071374,0.0007912542664712659
114,-0.006047732467412512,0.0013915992182278764,0.0011833914601776035,-0.0035707922306317088,0.005655527730470089
115,-0.005399189934905745,0.004499857538282847,0.001979917036367567,-0.008618283051192182,0.007674325630121646
116,-0.004922315882199529,0.00554088899068743,0.0017654910872896168,-0.007716914053771882,0.006489985304520973
117,-0.0035130144393140943,0.006486187336197953,0.0035992733843667364,-0.002873562716294927,0.005764920872570007
118,-0.002064099858242208,0.008083390063783584,0.00694401959931902,0.00037930907574482874,0.009622330475029753
119,-0.002550833205602248,0.007391328887692169,0.008053607223440458,0.0013189480484084427,0.01487234243787345
120,-0.0039021761403096517,0.0035088086421237365,0.007107820866774368,-0.0007219954687577461,0.015611215835725325
121,-0.0027797374738413893,0.0008837804411526583,0.007063955762988038,-0.00017670614226604654,0.012731501383130384
122,0.0016016499604106155,0.0027271875704890916,0.009442848166475129,0.005274146774231258,0.010212022499801913
123,0.006170064780161575,0.007000377308444557,0.011949559030926132,0.011324665751843235,0.008052392409138484
124,0.00859577153917783,0.01121774913654184,0.013238270041500732,0.011645085648035238,0.005638980165749902
125,0.009189700141938312,0.014862189313011415,0.013296620923391175,0.007833554982844146,0.0041081882564563
126,0.007941282426511218,0.01720577406885794,0.011400177762137883,0.001920363541425609,0.002903733721817207
127,0.004867779649395981,0.017267182088902686,0.007282012616667068,-0.005299647622939576,0.0006713311054532741
128,0.0016399897125465798,0.015282534581923097,0.001010117788005221,-0.005992867437119345,-0.0017558885371625971
129,0.0009258433870841058,0.013612233384531647,-0.0040639073412120745,-0.006259174628474801,-0.0016291962375326297
130,0.0045012764386265615,0.014981266071746447,-0.007836782611475107,-0.004017611471791163,0.0018184903112645676
131,0.01174170127463565,0.020341257197856934,-0.011336150699866822,0.00040573753909019705,0.006581717847081532
132,0.019231957990179925,0.027470282547263844,-0.009551782466003907,0.004394819876685407,0.010531158919227172
133,0.02339006772762985,0.03177235647918192,-0.007425536969505796,0.005070101189835557,0.0120695153711602
134,0.023887927188997498,0.030895089439856683,-0.006573255617371801,0.002352685721971516,0.011246564550956465
135,0.022744960683398215,0.026342093255053274,-0.002584127391908245,-0.0008430190768450884,0.009613929802081018
136,0.021151084992182597,0.020437452544548575,0.00110090302632696,-0.0022333011560971765,0.007969868648017214
