Row,poall1,poall2,poall3,poall4,poall5
delta,2.78524636095059e-05,1.251067440949e-05,5.34653638062806e-06,2.23544495129477e-06,4.1927330880126e-07
theta,1.3661742773111e-05,6.94663966191991e-06,7.80744285766036e-06,1.18360358539541e-06,6.67048805794381e-07
alpha,5.01896600008802e-05,3.08649596229897e-06,7.62732891130095e-07,3.89112618517324e-06,3.73927172409301e-07
beta,1.46604813468678e-05,7.82336473874327e-06,2.65966353069549e-06,4.48256667907044e-07,9.27552130035274e-07
