Row,poall1,poall2,poall3,poall4,poall5
delta,1.52909827571473e-05,3.0683206677013e-05,2.31540895712164e-06,1.94716665707105e-06,6.49703195782546e-07
theta,3.53722649071345e-05,4.394842036801e-06,7.33678256075885e-06,1.84796047437897e-06,6.03133931795873e-07
alpha,8.35556791473341e-05,1.15824444737241e-05,1.64212785687039e-06,3.31243992199578e-06,7.02501006863379e-07
beta,2.37799639103834e-05,1.39185047933742e-05,2.7408975943306e-06,6.94611531839632e-07,1.27693292740911e-06
