Row,poall1,poall2,poall3,poall4,poall5
delta,4.17764736526259e-05,9.52038424528519e-06,1.76987794114399e-06,5.39225492876654e-07,3.28926978988182e-07
theta,3.28615848887183e-05,3.66067029491789e-06,2.18385236154716e-06,5.6729059993509e-07,1.98073418672998e-07
alpha,4.96430407779764e-06,4.05109136670002e-06,1.15624969293154e-06,7.4384050897358e-07,1.5110369564228e-07
beta,8.45978300223873e-06,9.54686164550876e-07,1.74388891929304e-06,3.43572686388176e-07,2.91588881657827e-07
