Row,poall1,poall2,poall3,poall4,poall5
delta,0.000121688038496963,4.64953790778853e-05,5.72849249460556e-06,5.71719850756389e-07,2.91005934925492e-07
theta,1.02784116463766e-05,9.69722863352716e-06,9.06198824415747e-06,1.64708191416683e-06,2.08044126056604e-07
alpha,5.43850222184625e-06,1.92313658899503e-06,3.25467114210095e-06,1.68005320952157e-06,3.32837839085832e-07
beta,6.63515644754773e-05,2.58187219809905e-06,4.44335287420283e-07,4.82793780453153e-07,5.99982327561043e-07
