Row,poall1,poall2,poall3,poall4,poall5
delta,2.08606573776836e-05,2.63190166472503e-05,5.71761778451287e-06,2.41180837186547e-06,1.55162500564824e-06
theta,5.76137838153677e-05,4.81859648324804e-06,5.77946132284914e-06,3.42610604079786e-06,1.64360083536042e-06
alpha,0.000213630897253842,1.36701838331488e-05,1.37775507695339e-06,2.65981966077909e-06,2.32587149205798e-06
beta,3.41935597408495e-05,2.31610285229671e-05,2.03345553941409e-06,1.55056581180066e-06,1.94752234356317e-06
