Row,poall1,poall2,poall3,poall4,poall5
delta,1.5094646805136e-05,8.39843280071854e-05,2.19946202653205e-05,2.2887108194746e-06,6.90530125119493e-07
theta,0.000156379053823614,4.01324991970562e-06,4.622619506293e-05,3.00417571397524e-06,7.55595613140966e-07
alpha,9.63561075100668e-05,3.20702111345195e-05,1.70637845876491e-06,1.71978399927676e-05,2.54641296212895e-06
beta,4.39883063304111e-05,1.71427007761902e-05,5.0379142611994e-06,5.88612391896566e-07,3.57384518664002e-06
