Row,poall1,poall2,poall3,poall4,poall5
delta,7.55259565433554e-05,2.69727844398429e-05,6.58462269042671e-06,1.1261829390482e-06,1.01925583260397e-06
theta,1.10350900749316e-05,4.79397274699172e-06,8.37265577516796e-06,3.73723027734141e-06,9.83099538232114e-07
alpha,6.63076779939223e-06,3.42020850245246e-06,2.31139748728521e-06,1.46506614050585e-06,1.6039191457695e-06
beta,7.78219144588647e-05,2.15172069575006e-06,9.19401930679999e-07,7.35903108118258e-07,1.36471655662769e-06
