Row,poall1,poall2,poall3,poall4,poall5
delta,1.46599211412663e-05,0.000763931224126693,0.00237180533797714,9.7628002614537e-07,2.18255723183084e-07
theta,4.44529714443272e-06,4.55439320998113e-06,0.000160915370597204,0.0023815512140467,3.3477189818191e-07
alpha,2.52751164057883e-05,2.28982487156433e-06,6.72182907505742e-07,4.73638512645817e-05,0.000445002764183336
beta,0.00581678454276178,3.55697572389307e-06,1.13635578206126e-06,3.46422918860327e-07,2.01261007127449e-05
