Row,poall1,poall2,poall3,poall4,poall5
delta,8.52914621603553e-05,0.000191621783771929,1.25177939773485e-05,5.53197427705047e-06,3.5741176359281e-06
theta,0.00026961441657266,2.18123427259425e-05,6.40532529954846e-05,5.99435916378618e-06,3.60789257944104e-06
alpha,6.7564786741357e-05,9.1346991425299e-05,3.5241409600015e-06,6.13749958777848e-06,3.61808434888987e-06
beta,6.52798696871196e-05,3.7714970232633e-05,8.69398225966133e-06,2.81465233640504e-06,2.74974555439183e-06
