Row,poall1,poall2,poall3,poall4,poall5
delta,1.75641736830087e-06,2.51014049156097e-06,4.88992301037959e-07,2.13599228683015e-07,1.78399536622931e-07
theta,7.44293892189573e-07,9.35136400796575e-07,8.6078882414237e-07,5.08626875647956e-07,1.4694176177799e-07
alpha,7.78907046029202e-07,5.97301840728038e-07,4.00325547791716e-07,5.78402931937389e-07,2.62938569828446e-07
beta,3.75819532139258e-06,3.55480906944914e-07,2.98602648658516e-07,1.63743445587708e-07,2.0784773913638e-07
