Row,poall1,poall2,poall3,poall4,poall5
delta,8.93021407074631e-05,0.000290336772212728,1.79114737123441e-05,1.07466769558337e-05,2.99468931460273e-06
theta,0.000268771138757171,2.60198736805348e-05,5.58979877573028e-05,3.26946295839215e-06,1.96705795656229e-06
alpha,0.0001358378810891,8.70898973734657e-05,3.83891754997582e-06,6.36002356336412e-06,8.53136448410998e-07
beta,6.56750106100325e-05,5.42240222982404e-05,1.1431621651307e-05,1.45211699861988e-06,9.73233670512746e-07
